"No.","Time","Source","Destination","Protocol","Length","Info"
"8478","19:31:21.949053","180.250.13.34","10.107.135.158","DNS","151","Standard query response 0x5dc9 A googleads.g.doubleclick.net A 74.125.24.156 A 74.125.24.157 A 74.125.24.154 A 74.125.24.155"
"8479","19:31:21.949053","180.250.13.34","10.107.135.158","DNS","201","Standard query response 0x9aa8 HTTPS script.crazyegg.com CNAME script.crazyegg.com.cdn.cloudflare.net HTTPS"
"8480","19:31:21.949053","180.250.13.34","10.107.135.158","DNS","163","Standard query response 0xc0da A script.crazyegg.com CNAME script.crazyegg.com.cdn.cloudflare.net A 104.19.148.8 A 104.19.147.8"
"8485","19:31:21.956076","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x7331 A www.googleadservices.com"
"8486","19:31:21.956436","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x5689 HTTPS www.googleadservices.com"
"8493","19:31:21.964588","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x7a7d A ad.doubleclick.net"
"8494","19:31:21.964981","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x841f HTTPS ad.doubleclick.net"
"8495","19:31:21.966843","10.107.135.158","180.250.13.34","DNS","71","Standard query 0xe294 A q.quora.com"
"8496","19:31:21.967221","10.107.135.158","180.250.13.34","DNS","71","Standard query 0xac98 HTTPS q.quora.com"
"8497","19:31:21.967574","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0x7331 A www.googleadservices.com A 74.125.130.156 A 74.125.130.154 A 74.125.130.157 A 74.125.130.155"
"8498","19:31:21.969164","180.250.13.34","10.107.135.158","DNS","109","Standard query response 0x5689 HTTPS www.googleadservices.com HTTPS"
"8500","19:31:21.970392","180.250.13.34","10.107.135.158","DNS","110","Standard query response 0x7a7d A ad.doubleclick.net A 74.125.130.148 A 74.125.130.149"
"8501","19:31:21.970392","180.250.13.34","10.107.135.158","DNS","103","Standard query response 0x841f HTTPS ad.doubleclick.net HTTPS"
"8508","19:31:21.972209","180.250.13.34","10.107.135.158","DNS","167","Standard query response 0xe294 A q.quora.com A 44.196.155.191 A 54.83.27.146 A 3.225.100.180 A 3.227.182.247 A 54.87.222.150 A 54.85.77.212"
"8515","19:31:21.990192","180.250.13.34","10.107.135.158","DNS","159","Standard query response 0x5af1 HTTPS public.tableau.com SOA ns-695.awsdns-22.net"
"8550","19:31:22.023707","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x0a73 A clicks.tableau.com"
"8551","19:31:22.024108","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x5e0d HTTPS clicks.tableau.com"
"8575","19:31:22.115709","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0xac98 HTTPS q.quora.com SOA ns-1143.awsdns-14.org"
"8634","19:31:22.266459","180.250.13.34","10.107.135.158","DNS","278","Standard query response 0xf2ce A public.tableau.com A 18.64.18.30 A 18.64.18.12 A 18.64.18.67 A 18.64.18.76 NS ns-1158.awsdns-16.org NS ns-1859.awsdns-40.co.uk NS ns-51.awsdns-06.com NS ns-695.awsdns-22.net"
"8696","19:31:22.497566","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x8b13 A obs.cheqzone.com"
"8697","19:31:22.498304","10.107.135.158","180.250.13.34","DNS","76","Standard query 0xb6e5 HTTPS obs.cheqzone.com"
"8701","19:31:22.502329","180.250.13.34","10.107.135.158","DNS","172","Standard query response 0x8b13 A obs.cheqzone.com A 3.227.190.204 A 52.45.196.192 A 34.199.234.25 A 35.172.245.152 A 54.83.110.109 A 50.16.211.97"
"8703","19:31:22.503757","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x0962 A px.ads.linkedin.com"
"8704","19:31:22.504026","10.107.135.158","180.250.13.34","DNS","79","Standard query 0xa0ce HTTPS px.ads.linkedin.com"
"8706","19:31:22.517617","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xe629 A stats.g.doubleclick.net"
"8707","19:31:22.517921","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x1988 HTTPS stats.g.doubleclick.net"
"8709","19:31:22.518075","180.250.13.34","10.107.135.158","DNS","177","Standard query response 0x0962 A px.ads.linkedin.com CNAME www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net A 13.107.42.14"
"8711","19:31:22.526241","10.107.135.158","180.250.13.34","DNS","84","Standard query 0xd18b A www.google-analytics.com"
"8712","19:31:22.526607","10.107.135.158","180.250.13.34","DNS","84","Standard query 0xf9e4 HTTPS www.google-analytics.com"
"8713","19:31:22.542682","180.250.13.34","10.107.135.158","DNS","218","Standard query response 0xa0ce HTTPS px.ads.linkedin.com CNAME www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net SOA ns1.l-msedge.net"
"8714","19:31:22.542682","180.250.13.34","10.107.135.158","DNS","157","Standard query response 0xb6e5 HTTPS obs.cheqzone.com SOA ns-521.awsdns-01.net"
"8715","19:31:22.542682","180.250.13.34","10.107.135.158","DNS","143","Standard query response 0x1988 HTTPS stats.g.doubleclick.net SOA ns1.google.com"
"8716","19:31:22.542682","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0xe629 A stats.g.doubleclick.net A 142.251.12.156 A 142.251.12.157 A 142.251.12.154 A 142.251.12.155"
"8717","19:31:22.542682","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0xd18b A www.google-analytics.com A 74.125.130.139 A 74.125.130.138 A 74.125.130.101 A 74.125.130.100 A 74.125.130.102 A 74.125.130.113"
"8718","19:31:22.542682","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0xf9e4 HTTPS www.google-analytics.com SOA ns1.google.com"
"8753","19:31:22.585946","10.107.135.158","180.250.13.34","DNS","71","Standard query 0xa846 A c.lytics.io"
"8754","19:31:22.586236","10.107.135.158","180.250.13.34","DNS","71","Standard query 0x6832 HTTPS c.lytics.io"
"8780","19:31:22.677794","180.250.13.34","10.107.135.158","DNS","201","Standard query response 0x5e0d HTTPS clicks.tableau.com CNAME s840.hs.eloqua.com CNAME p01e.hs.eloqua.com SOA ns1.p201.dns.oraclecloud.net"
"8786","19:31:22.679541","10.107.135.158","180.250.13.34","DNS","98","Standard query 0x1b6e A 6033413.global.siteimproveanalytics.io"
"8787","19:31:22.679902","10.107.135.158","180.250.13.34","DNS","98","Standard query 0x643e HTTPS 6033413.global.siteimproveanalytics.io"
"8803","19:31:22.737688","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xf92a A www.google.com"
"8804","19:31:22.738061","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x007c HTTPS www.google.com"
"8805","19:31:22.738555","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x7171 A www.google.co.id"
"8806","19:31:22.738860","10.107.135.158","180.250.13.34","DNS","76","Standard query 0xe145 HTTPS www.google.co.id"
"8827","19:31:22.911172","180.250.13.34","10.107.135.158","DNS","99","Standard query response 0x007c HTTPS www.google.com HTTPS"
"8828","19:31:22.911172","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x7171 A www.google.co.id CNAME forcesafesearch.google.com A 216.239.38.120"
"8829","19:31:22.911172","180.250.13.34","10.107.135.158","DNS","101","Standard query response 0xe145 HTTPS www.google.co.id HTTPS"
"8830","19:31:22.911172","180.250.13.34","10.107.135.158","DNS","120","Standard query response 0xf92a A www.google.com CNAME forcesafesearch.google.com A 216.239.38.120"
"8838","19:31:22.911172","180.250.13.34","10.107.135.158","DNS","238","Standard query response 0x0a73 A clicks.tableau.com CNAME s840.hs.eloqua.com CNAME p01e.hs.eloqua.com A 142.0.173.14 NS ns2.p201.dns.oraclecloud.net NS ns4.p201.dns.oraclecloud.net NS ns1.p201.dns.oraclecloud.net NS ns3.p201.dns.oraclecloud.net"
"8906","19:31:23.010738","180.250.13.34","10.107.135.158","DNS","119","Standard query response 0xa846 A c.lytics.io A 104.26.2.22 A 172.67.73.236 A 104.26.3.22"
"8938","19:31:23.065364","180.250.13.34","10.107.135.158","DNS","295","Standard query response 0x643e HTTPS 6033413.global.siteimproveanalytics.io CNAME eu-central-1.global.siteimproveanalytics.io CNAME ana-collector-alb-eu-2022-09-08-450671463.eu-central-1.elb.amazonaws.com SOA ns-1689.awsdns-19.co.uk"
"9038","19:31:23.216389","180.250.13.34","10.107.135.158","DNS","161","Standard query response 0x6832 HTTPS c.lytics.io HTTPS"
"9093","19:31:23.544208","180.250.13.34","10.107.135.158","DNS","380","Standard query response 0x1b6e A 6033413.global.siteimproveanalytics.io CNAME eu-central-1.global.siteimproveanalytics.io CNAME ana-collector-alb-eu-2022-09-08-450671463.eu-central-1.elb.amazonaws.com A 52.58.35.126 A 3.66.97.157 NS ns-1326.awsdns-37.org NS ns-1689.awsdns-19.co.uk NS ns-417.awsdns-52.com NS ns-613.awsdns-12.net"
"9193","19:31:23.950312","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x61b1 A clients4.google.com"
"9194","19:31:23.952156","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x3554 HTTPS clients4.google.com"
"9219","19:31:24.312502","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0x3554 HTTPS clients4.google.com CNAME clients.l.google.com SOA ns1.google.com"
"9220","19:31:24.321340","180.250.13.34","10.107.135.158","DNS","199","Standard query response 0x61b1 A clients4.google.com CNAME clients.l.google.com A 74.125.24.102 A 74.125.24.113 A 74.125.24.139 A 74.125.24.138 A 74.125.24.100 A 74.125.24.101"
"9316","19:31:24.664237","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x731d A 8292931.fls.doubleclick.net"
"9317","19:31:24.664659","10.107.135.158","180.250.13.34","DNS","87","Standard query 0xca8a HTTPS 8292931.fls.doubleclick.net"
"9324","19:31:24.789331","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x0e2a A bam.nr-data.net"
"9325","19:31:24.789635","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xf9aa HTTPS bam.nr-data.net"
"9344","19:31:25.003472","180.250.13.34","10.107.135.158","DNS","145","Standard query response 0x0e2a A bam.nr-data.net CNAME bam.cell.nr-data.net CNAME fastly-tls12-bam.nr-data.net A 162.247.243.29"
"9345","19:31:25.003472","180.250.13.34","10.107.135.158","DNS","205","Standard query response 0xf9aa HTTPS bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net SOA dns1.p07.nsone.net"
"9354","19:31:25.046031","180.250.13.34","10.107.135.158","DNS","168","Standard query response 0xca8a HTTPS 8292931.fls.doubleclick.net CNAME dart.l.doubleclick.net SOA ns1.google.com"
"9356","19:31:25.128804","180.250.13.34","10.107.135.158","DNS","140","Standard query response 0x731d A 8292931.fls.doubleclick.net CNAME dart.l.doubleclick.net A 172.253.118.148 A 172.253.118.149"
"9451","19:31:25.769071","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x036f A adservice.google.com"
"9452","19:31:25.769312","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x02e1 HTTPS adservice.google.com"
"9454","19:31:25.816870","180.250.13.34","10.107.135.158","DNS","105","Standard query response 0x02e1 HTTPS adservice.google.com HTTPS"
"9455","19:31:25.816870","180.250.13.34","10.107.135.158","DNS","144","Standard query response 0x036f A adservice.google.com A 142.251.12.157 A 142.251.12.155 A 142.251.12.156 A 142.251.12.154"
"9499","19:31:26.544355","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x8786 A www.msftconnecttest.com"
"9500","19:31:26.559815","180.250.13.34","10.107.135.158","DNS","219","Standard query response 0x8786 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"9734","19:31:29.740032","10.107.135.158","180.250.13.34","DNS","102","Standard query 0xaed5 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"9738","19:31:29.896202","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x73d4 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"9751","19:31:30.747732","10.107.135.158","118.98.44.50","DNS","102","Standard query 0xaed5 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"9753","19:31:30.903546","10.107.135.158","118.98.44.50","DNS","102","Standard query 0x73d4 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"9789","19:31:31.748241","10.107.135.158","118.98.44.50","DNS","102","Standard query 0xaed5 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"9978","19:31:31.833776","180.250.13.34","10.107.135.158","DNS","419","Standard query response 0xaed5 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"10006","19:31:31.842037","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x73d4 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.com NS ns1.amzndns.org NS ns1.amzndns.co.uk NS ns2.amzndns.org NS ns1.amzndns.net NS ns2.amzndns.co.uk NS ns1.amzndns.com NS ns2.amzndns.net"
"10007","19:31:31.842037","118.98.44.50","10.107.135.158","DNS","419","Standard query response 0xaed5 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"10008","19:31:31.842037","118.98.44.50","10.107.135.158","DNS","418","Standard query response 0x73d4 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.com NS ns1.amzndns.org NS ns1.amzndns.co.uk NS ns2.amzndns.org NS ns1.amzndns.net NS ns2.amzndns.co.uk NS ns1.amzndns.com NS ns2.amzndns.net"
"10173","19:31:32.133326","118.98.44.50","10.107.135.158","DNS","419","Standard query response 0xaed5 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"10214","19:31:32.298746","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x40a6 A cdnl.tblsft.com"
"10217","19:31:32.299071","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xf1a7 HTTPS cdnl.tblsft.com"
"10505","19:31:32.996499","180.250.13.34","10.107.135.158","DNS","217","Standard query response 0xf1a7 HTTPS cdnl.tblsft.com CNAME globalcdn-cdnl.tblsft.com.edgekey.net CNAME e7843.a.akamaiedge.net SOA n0a.akamaiedge.net"
"10506","19:31:32.996499","180.250.13.34","10.107.135.158","DNS","175","Standard query response 0x40a6 A cdnl.tblsft.com CNAME globalcdn-cdnl.tblsft.com.edgekey.net CNAME e7843.a.akamaiedge.net A 23.32.119.34"
"10544","19:31:33.025820","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x9550 A content-autofill.googleapis.com"
"10545","19:31:33.026127","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xc6de HTTPS content-autofill.googleapis.com"
"10638","19:31:33.227219","180.250.13.34","10.107.135.158","DNS","251","Standard query response 0x9550 A content-autofill.googleapis.com A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 64.233.170.95 A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95"
"10640","19:31:33.245043","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0xc6de HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"11406","19:31:36.189303","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x651c A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net"
"11729","19:31:36.883463","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x651c A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-00.deakh.mongodb.net CNAME ec2-99-80-96-42.eu-west-1.compute.amazonaws.com A 99.80.96.42 NS ns2.amzndns.com NS ns1.amzndns.net NS ns1.amzndns.co.uk NS ns2.amzndns.net NS ns1.amzndns.com NS ns2.amzndns.co.uk NS ns2.amzndns.org NS ns1.amzndns.org"
"13531","19:31:47.501893","10.107.135.158","118.98.44.50","DNS","76","Standard query 0x6515 A mtalk.google.com"
"13538","19:31:47.641658","118.98.44.50","10.107.135.158","DNS","121","Standard query response 0x6515 A mtalk.google.com CNAME mobile-gtalk.l.google.com A 172.253.118.188"
"13549","19:31:48.010115","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x72d2 A mtalk.google.com"
"13552","19:31:48.010430","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xc8fd A www.tableau.com"
"13553","19:31:48.010631","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x7b0d HTTPS www.tableau.com"
"13567","19:31:48.134777","180.250.13.34","10.107.135.158","DNS","121","Standard query response 0x72d2 A mtalk.google.com CNAME mobile-gtalk.l.google.com A 142.251.12.188"
"13596","19:31:48.267278","180.250.13.34","10.107.135.158","DNS","175","Standard query response 0xc8fd A www.tableau.com CNAME globalcdn-www.tableau.com.edgekey.net CNAME e7843.a.akamaiedge.net A 23.32.119.34"
"13605","19:31:48.295610","180.250.13.34","10.107.135.158","DNS","217","Standard query response 0x7b0d HTTPS www.tableau.com CNAME globalcdn-www.tableau.com.edgekey.net CNAME e7843.a.akamaiedge.net SOA n0a.akamaiedge.net"
"13666","19:31:48.468356","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x16e5 A obs.cheqzone.com"
"13671","19:31:48.468864","10.107.135.158","180.250.13.34","DNS","76","Standard query 0xbce2 HTTPS obs.cheqzone.com"
"13674","19:31:48.471215","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x5238 A bam.nr-data.net"
"13677","19:31:48.471615","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x488b HTTPS bam.nr-data.net"
"13695","19:31:48.490849","180.250.13.34","10.107.135.158","DNS","201","Standard query response 0x488b HTTPS bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net SOA ns1.cloudflare.net"
"13697","19:31:48.493754","180.250.13.34","10.107.135.158","DNS","159","Standard query response 0x5238 A bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net A 162.247.241.14"
"13702","19:31:48.504323","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x6ffe A api.intellimize.co"
"13703","19:31:48.504859","10.107.135.158","180.250.13.34","DNS","78","Standard query 0xa839 HTTPS api.intellimize.co"
"13724","19:31:48.577838","180.250.13.34","10.107.135.158","DNS","266","Standard query response 0x6ffe A api.intellimize.co A 13.238.213.41 A 3.106.155.233 A 54.79.10.251 NS ns-1204.awsdns-22.org NS ns-1650.awsdns-14.co.uk NS ns-331.awsdns-41.com NS ns-702.awsdns-23.net"
"13773","19:31:48.811114","180.250.13.34","10.107.135.158","DNS","308","Standard query response 0x16e5 A obs.cheqzone.com A 50.16.211.97 A 3.227.190.204 A 35.172.245.152 A 54.83.110.109 A 52.45.196.192 A 34.199.234.25 NS ns-1172.awsdns-18.org NS ns-1725.awsdns-23.co.uk NS ns-521.awsdns-01.net NS ns-79.awsdns-09.com"
"13797","19:31:48.882072","180.250.13.34","10.107.135.158","DNS","157","Standard query response 0xbce2 HTTPS obs.cheqzone.com SOA ns-521.awsdns-01.net"
"13800","19:31:48.937136","180.250.13.34","10.107.135.158","DNS","159","Standard query response 0xa839 HTTPS api.intellimize.co SOA ns-331.awsdns-41.com"
